Sanglas,500 S,1977
Suzuki,GS 400,1977
Suzuki,GS 550,1977
Suzuki,GS 750,1977
Suzuki,GT 125,1977
Suzuki,GT 185,1977
Suzuki,GT 250,1977
Suzuki,GT 380,1977
Suzuki,GT 500,1977
Suzuki,GT 550,1977
Suzuki,GT 750,1977
Suzuki,RV 125,1977
Suzuki,RV 90,1977
Suzuki,TS 100 B,1977
Suzuki,TS 125,1977
Suzuki,TS 250,1977
Triumph,T 140 V Bonneville,1977
Triumph,T 140 V Tiger,1977
Triumph,T 160 V Trident 750,1977
Triumph,T140 V Bonneville SIlver Jubilee,1977
Ural,M-63 (with sidecar),1977
Van Veen,OCR 1000,1977
WSK,175 W21B2S2,1977
WSK,M21W2B Kobuz,1977
Yamaha,DT 125 E,1977
Yamaha,DT 250,1977
Yamaha,DT 400,1977
Yamaha,IT 175 D,1977
Yamaha,RD 200 DX,1977
Yamaha,RD 250,1977
Yamaha,RD 400 C,1977
Yamaha,RS 100 DX,1977
Yamaha,XS 360,1977
Yamaha,XS 500,1977
Yamaha,XS 650,1977
Yamaha,XS 750,1977
Yamaha,XT 500,1977
Zündapp,KS 125 Sport,1977
Zündapp,KS 175,1977
Benelli,125 SE,1978
Benelli,250 2 C,1978
Benelli,350 RS,1978
Benelli,500 LS,1978
Benelli,750 Sei,1978
Benelli,900 Sei,1978
BMW,R 100 RS,1978
BMW,R 100 RT,1978
BMW,R 100 S,1978
BMW,R 100 T,1978
BMW,R 80-7 (reduced effect),1978
Bultaco,Streaker 125,1978
Cagiva,TR 350,1978
CZ,125 Trail,1978
CZ,175 Trail,1978
CZ,250 Twin,1978
CZ,350 Twin,1978
Dnepr,MT 10 (with sidecar),1978
Dnepr,MT-10 36,1978
Ducati,125 Enduro,1978
Ducati,350 GTV,1978
Ducati,350 S Desmo,1978
Ducati,500 GTV,1978
Ducati,500 Pantah,1978
Ducati,500 S Desmo,1978
Ducati,750 SS,1978
Harley-Davidson,FLH 1200 Electra Glide,1978
Harley-Davidson,FXCE 1200,1978
Harley-Davidson,FXE 1200 Super Glide,1978
Harley-Davidson,FXS 1200 Low Rider,1978
Harley-Davidson,XLCH 1000 Sportster,1978
Harley-Davidson,XLCR 1000 Cafe Racer,1978
Harley-Davidson,XLH 1000 Sportster,1978
Harley-Davidson,XLS 1000 Low Rider,1978
Hercules,K 125 Military,1978
Hercules,K 125 S,1978
Hercules,W 2000,1978
Honda,C90 K3,1978
Honda,CB 125 S (J),1978
Honda,CB 125 T,1978
Honda,CB 200,1978
Honda,CB 250 N,1978
Honda,CB 400 T,1978
Honda,CB 500 T,1978
Honda,CB 550 F 2,1978
Honda,CB 550 K 3,1978
Honda,CB 650,1978
Honda,CB 750 A matic,1978
Honda,CB 750 F 1,1978
Honda,CB 750 F 2,1978
Honda,CB 750 F SS,1978
Honda,CB 750 K,1978
Honda,CB 750 K 2nd. edition,1978
Honda,CB 900 F Bol d`Or,1978
Honda,CBX,1978
Honda,CD 185 TWIN,1978
Honda,CJ 250 T,1978
Honda,CJ 360 T,1978
Honda,Express,1978
Honda,GL 1000 K 2 Gold Wing,1978
Honda,GL 1000 K 3 Gold Wing,1978
Honda,GL 1000 LTD Gold Wing,1978
Honda,ST 70 DAX,1978
Honda,TL 125 S,1978
Honda,XL 125,1978
Honda,XL 175,1978
Honda,XL 250,1978
Honda,XL 250 S,1978
Horex,1400 TI,1978
IZH,Planeta Sport,1978
Jawa,350,1978
Kawasaki,650 D - 650 SR,1978
Kawasaki,KE 125,1978
Kawasaki,KH 125,1978
Kawasaki,KZ 750,1978
Kawasaki,KZ200A,1978
Kawasaki,Z 1000,1978
Kawasaki,Z 1000 Z 1-R,1978
Kawasaki,Z 200,1978
Kawasaki,Z 400 B,1978
Kawasaki,Z 650,1978
